Source;Target;weight;Type
u109;m4333;3;Undirected
u109;m4506;1;Undirected
u109;m4629;10;Undirected
u109;m4693;24;Undirected
u109;m4748;1;Undirected
u109;m4852;1;Undirected
u109;m5056;1;Undirected
u109;m514;1;Undirected
u109;m5326;4;Undirected
u109;m5488;4;Undirected
u109;m5541;3;Undirected
u109;m5548;1;Undirected
u109;m5741;8;Undirected
u109;m5866;1;Undirected
u109;m6000;1;Undirected
u109;m6184;1;Undirected
u109;m6310;1;Undirected
u109;m6455;6;Undirected
u109;m6523;6;Undirected
u109;m6723;6;Undirected
u109;m6739;1;Undirected
u109;m7115;1;Undirected
u109;m7679;1;Undirected
u109;m7982;4;Undirected
u109;m8173;4;Undirected
u109;m8199;1;Undirected
u109;m8246;1;Undirected
u109;m8445;2;Undirected
u109;m8525;1;Undirected
u109;m8628;3;Undirected
u109;m8720;2;Undirected
u109;m874;6;Undirected
u109;m8834;1;Undirected
u109;m8985;2;Undirected
u109;m8996;2;Undirected
u109;m9006;2;Undirected
u109;m9210;2;Undirected
u109;m9395;1;Undirected
u109;m9591;1;Undirected
u109;m9980;1;Undirected
u11;m10214;89;Undirected
u11;m10234;7;Undirected
u11;m10440;1;Undirected
u11;m1118;2;Undirected
u11;m1211;12;Undirected
u11;m1283;16;Undirected
u11;m1602;242;Undirected
u11;m1677;1;Undirected
u11;m1823;6;Undirected
u11;m1856;126;Undirected
u11;m1933;13;Undirected
u11;m1989;3;Undirected
u11;m2052;127;Undirected
u11;m2115;1;Undirected
u11;m2174;1;Undirected
u11;m2234;60;Undirected
u11;m2241;41;Undirected
u11;m2419;2;Undirected
u11;m2446;3;Undirected
u11;m2956;52;Undirected
u11;m3505;3;Undirected
u11;m3542;1;Undirected
u11;m3570;13;Undirected
u11;m3712;9;Undirected
u11;m3758;13;Undirected
u11;m392;9;Undirected
u11;m3967;1;Undirected
u11;m397;3;Undirected
u11;m4049;1;Undirected
u11;m4224;87;Undirected
u11;m4250;2;Undirected
u11;m4333;1;Undirected
u11;m4586;45;Undirected
u11;m4705;3;Undirected
u11;m4852;3;Undirected
u11;m4864;1;Undirected
u11;m4968;21;Undirected
u11;m4980;5;Undirected
u11;m5083;1;Undirected
u11;m5110;1;Undirected
u11;m5445;80;Undirected
u11;m560;3;Undirected
u11;m5705;3;Undirected
u11;m5912;1;Undirected
u11;m6058;9;Undirected
u11;m6076;1;Undirected
u11;m6085;1;Undirected
u11;m6184;1;Undirected
u11;m6455;20;Undirected
u11;m6523;20;Undirected
u11;m6598;25;Undirected
u11;m7174;2;Undirected
u11;m7274;14;Undirected
u11;m7409;1;Undirected
u11;m7528;21;Undirected
u11;m7830;2;Undirected
u11;m7874;1;Undirected
u11;m8154;84;Undirected
u11;m8173;1;Undirected
u11;m8186;1;Undirected
u11;m8260;1;Undirected
u11;m8466;1;Undirected
u11;m8735;13;Undirected
u11;m8983;1;Undirected
u11;m8985;1;Undirected
u11;m9006;3;Undirected
u11;m9211;6;Undirected
u11;m9229;22;Undirected
u11;m9263;3;Undirected
u11;m9333;19;Undirected
u11;m9339;1;Undirected
u11;m9344;16;Undirected
u11;m9368;7;Undirected
u11;m9405;14;Undirected
u11;m9503;1;Undirected
u11;m9658;3;Undirected
u11;m9862;1;Undirected
u11;m9978;2;Undirected
u110;m10039;6;Undirected
u110;m10086;1;Undirected
u110;m10169;14;Undirected
u110;m10183;1;Undirected
u110;m10322;1;Undirected
u110;m10812;2;Undirected
u110;m1088;50;Undirected
u110;m1118;6;Undirected
u110;m1283;3;Undirected
u110;m1329;2;Undirected
u110;m1361;6;Undirected
u110;m1405;1;Undirected
u110;m1485;2;Undirected
u110;m1529;10;Undirected
u110;m1588;6;Undirected
u110;m1659;2;Undirected
u110;m1856;123;Undirected
u110;m1933;2;Undirected
u110;m1997;1;Undirected
u110;m2015;1;Undirected
u110;m2052;113;Undirected
u110;m2074;17;Undirected
u110;m2148;6;Undirected
u110;m2153;1;Undirected
u110;m2286;2;Undirected
u110;m2424;3;Undirected
u110;m2526;1;Undirected
u110;m2566;1;Undirected
u110;m2568;2;Undirected
u110;m2654;4;Undirected
u110;m2681;1;Undirected
u110;m2682;2;Undirected
u110;m2810;1;Undirected
u110;m2815;14;Undirected
u110;m2920;69;Undirected
u110;m2956;346;Undirected
u110;m3014;1;Undirected
u110;m3037;17;Undirected
u110;m3094;3;Undirected
u110;m3096;1;Undirected
u110;m3316;23;Undirected
u110;m3505;19;Undirected
u110;m3554;9;Undirected
u110;m3570;2;Undirected
u110;m3731;4;Undirected
u110;m3734;1;Undirected
u110;m3758;4;Undirected
u110;m3761;1;Undirected
u110;m3864;3;Undirected
u110;m397;3;Undirected
u110;m4016;10;Undirected
u110;m4029;427;Undirected
u110;m4062;1;Undirected
u110;m4150;1;Undirected
u110;m4393;6;Undirected
u110;m4411;1;Undirected
u110;m4466;8;Undirected
u110;m4523;2;Undirected
u110;m4619;12;Undirected
u110;m4693;57;Undirected
u110;m4776;1;Undirected
u110;m4777;17;Undirected
u110;m4864;1;Undirected
u110;m4897;9;Undirected
u110;m5008;1;Undirected
u110;m5083;1;Undirected
u110;m5101;1;Undirected
u110;m5191;8;Undirected
u110;m5212;1;Undirected
u110;m5283;1;Undirected
u110;m5363;1;Undirected
u110;m5488;4;Undirected
u110;m5586;1;Undirected
u110;m561;16;Undirected
u110;m5610;1;Undirected
u110;m5705;3;Undirected
u110;m6076;4;Undirected
u110;m6378;1;Undirected
u110;m6389;4;Undirected
u110;m644;1;Undirected
u110;m6455;6;Undirected
u110;m6519;80;Undirected
u110;m6523;25;Undirected
u110;m6598;14;Undirected
u110;m7006;1;Undirected
u110;m7274;3;Undirected
u110;m7302;8;Undirected
u110;m7393;6;Undirected
u110;m7454;15;Undirected
u110;m7465;14;Undirected
u110;m7528;10;Undirected
u110;m7543;3;Undirected
u110;m7725;3;Undirected
u110;m7874;7;Undirected
u110;m8173;10;Undirected
u110;m8247;6;Undirected
u110;m8310;25;Undirected
u110;m8353;2;Undirected
u110;m8445;25;Undirected
u110;m8481;3;Undirected
u110;m8628;1;Undirected
u110;m8692;1;Undirected
u110;m8720;4;Undirected
u110;m874;6;Undirected
u110;m8823;4;Undirected
u110;m8834;32;Undirected
u110;m8927;13;Undirected
u110;m8959;1;Undirected
u110;m9026;2;Undirected
u110;m9114;20;Undirected
u110;m9368;2;Undirected
u110;m9405;15;Undirected
u110;m9454;3;Undirected
u110;m9529;1;Undirected
u110;m9850;1;Undirected
u110;m9871;17;Undirected
u110;m9884;1;Undirected
u111;m1002;11;Undirected
u111;m10183;1;Undirected
u111;m10637;1;Undirected
u111;m10751;5;Undirected
u111;m1118;2;Undirected
u111;m1161;13;Undirected
u111;m1341;5;Undirected
u111;m1471;3;Undirected
u111;m1485;3;Undirected
u111;m150;1;Undirected
u111;m1933;1;Undirected
u111;m2115;1;Undirected
u111;m2234;3;Undirected
u111;m2241;4;Undirected
u111;m243;8;Undirected
u111;m2920;28;Undirected
u111;m2931;1;Undirected
u111;m2956;52;Undirected
u111;m2974;1;Undirected
u111;m2992;2;Undirected
u111;m3122;3;Undirected
u111;m3286;3;Undirected
u111;m3468;2;Undirected
u111;m3505;9;Undirected
u111;m3542;1;Undirected
u111;m3570;1;Undirected
u111;m3758;1;Undirected
u111;m3967;1;Undirected
u111;m4064;1;Undirected
u111;m4076;1;Undirected
u111;m4250;3;Undirected
u111;m4262;3;Undirected
u111;m4333;3;Undirected
u111;m4626;2;Undirected
u111;m4743;7;Undirected
u111;m4823;1;Undirected
u111;m4852;6;Undirected
u111;m4968;1;Undirected
u111;m4984;1;Undirected
u111;m5083;1;Undirected
u111;m5101;2;Undirected
u111;m5110;3;Undirected
u111;m5370;3;Undirected
u111;m5526;1;Undirected
u111;m5548;1;Undirected
u111;m5908;1;Undirected
u111;m5925;19;Undirected
u111;m5949;9;Undirected
u111;m6076;1;Undirected
u111;m6408;1;Undirected
u111;m6424;1;Undirected
u111;m6455;28;Undirected
u111;m6508;7;Undirected
u111;m6523;11;Undirected
u111;m6598;1;Undirected
u111;m6789;3;Undirected
u111;m6850;2;Undirected
u111;m6888;8;Undirected
u111;m7040;16;Undirected
u111;m7212;3;Undirected
u111;m7548;1;Undirected
u111;m7564;1;Undirected
u111;m7702;12;Undirected
u111;m7874;7;Undirected
u111;m8165;1;Undirected
u111;m8173;16;Undirected
u111;m8386;1;Undirected
u111;m8445;1;Undirected
u111;m8481;3;Undirected
u111;m874;6;Undirected
u111;m8811;8;Undirected
u111;m8823;1;Undirected
u111;m8985;1;Undirected
u111;m9006;1;Undirected
u111;m9211;2;Undirected
u111;m9339;2;Undirected
u111;m9503;1;Undirected
u111;m9632;9;Undirected
u111;m9658;1;Undirected
u111;m9726;1;Undirected
u111;m9850;2;Undirected
u112;m10039;3;Undirected
u112;m10240;1;Undirected
u112;m10367;1;Undirected
u112;m10624;1;Undirected
u112;m10783;1;Undirected
u112;m1118;3;Undirected
u112;m1214;3;Undirected
u112;m1283;5;Undirected
u112;m1298;17;Undirected
u112;m1331;25;Undirected
u112;m142;6;Undirected
u112;m1502;1;Undirected
u112;m1854;5;Undirected
u112;m2015;2;Undirected
u112;m2052;1;Undirected
u112;m2174;1;Undirected
u112;m2234;13;Undirected
u112;m2286;2;Undirected
u112;m2548;1;Undirected
u112;m2797;2;Undirected
u112;m2931;4;Undirected
u112;m2951;1;Undirected
u112;m2956;49;Undirected
u112;m3286;4;Undirected
u112;m3316;9;Undirected
u112;m3369;65;Undirected
u112;m3505;13;Undirected
u112;m3570;1;Undirected
u112;m3734;1;Undirected
u112;m3946;1;Undirected
u112;m409;8;Undirected
u112;m4224;91;Undirected
u112;m4250;2;Undirected
u112;m4417;2;Undirected
u112;m4468;4;Undirected
u112;m4693;41;Undirected
u112;m4716;1;Undirected
u112;m4823;2;Undirected
u112;m4830;1;Undirected
u112;m4864;4;Undirected
u112;m4998;3;Undirected
u112;m5048;1;Undirected
u112;m5110;5;Undirected
u112;m5275;1;Undirected
u112;m5283;19;Undirected
u112;m5370;3;Undirected
u112;m5398;68;Undirected
u112;m5445;105;Undirected
u112;m5488;1;Undirected
u112;m5621;1;Undirected
u112;m5745;1;Undirected
u112;m5888;3;Undirected
u112;m5917;6;Undirected
u112;m5929;3;Undirected
u112;m5950;1;Undirected
u112;m6039;1;Undirected
u112;m6184;1;Undirected
u112;m6408;3;Undirected
u112;m6455;3;Undirected
u112;m6523;30;Undirected
u112;m6598;2;Undirected
u112;m6599;1;Undirected
u112;m7243;2;Undirected
u112;m7301;1;Undirected
u112;m7361;1;Undirected
u112;m7433;2;Undirected
u112;m7702;10;Undirected
u112;m7830;1;Undirected
u112;m7874;10;Undirected
u112;m796;1;Undirected
u112;m8154;71;Undirected
u112;m8173;61;Undirected
u112;m8246;1;Undirected
u112;m8445;2;Undirected
u112;m8578;1;Undirected
u112;m8799;8;Undirected
u112;m8834;18;Undirected
u112;m8947;1;Undirected
u112;m897;65;Undirected
u112;m8985;8;Undirected
u112;m9006;7;Undirected
u112;m9042;1;Undirected
u112;m9146;7;Undirected
u112;m9211;1;Undirected
u112;m9253;2;Undirected
u112;m9280;2;Undirected
u112;m9329;1;Undirected
u112;m9351;5;Undirected
u112;m9559;16;Undirected
u112;m9591;1;Undirected
u112;m9613;2;Undirected
u112;m9615;60;Undirected
u112;m9658;5;Undirected
u112;m9890;14;Undirected
u113;m10039;3;Undirected
u113;m10041;2;Undirected
u113;m10649;6;Undirected
u113;m10682;1;Undirected
u113;m10790;18;Undirected
u113;m1118;3;Undirected
u113;m1132;81;Undirected
u113;m1283;1;Undirected
u113;m1304;4;Undirected
u113;m142;5;Undirected
u113;m1587;1;Undirected
u113;m1588;28;Undirected
u113;m1719;3;Undirected
u113;m1721;3;Undirected
u113;m1729;13;Undirected
u113;m1747;2;Undirected
u113;m1854;3;Undirected
u113;m2015;4;Undirected
u113;m2148;7;Undirected
u113;m2174;2;Undirected
u113;m2234;3;Undirected
u113;m2241;1;Undirected
u113;m2286;1;Undirected
u113;m2548;4;Undirected
u113;m2815;4;Undirected
u113;m2920;6;Undirected
u113;m2931;5;Undirected
u113;m2956;7;Undirected
u113;m2974;1;Undirected
u113;m3181;5;Undirected
u113;m3261;1;Undirected
u113;m3316;15;Undirected
u113;m3505;14;Undirected
u113;m3542;2;Undirected
u113;m368;1;Undirected
u113;m3716;9;Undirected
u113;m3734;1;Undirected
u113;m3864;51;Undirected
u113;m3870;1;Undirected
u113;m397;1;Undirected
u113;m3976;13;Undirected
u113;m4064;1;Undirected
u113;m4187;1;Undirected
u113;m4250;1;Undirected
u113;m4304;1;Undirected
u113;m4693;3;Undirected
u113;m4852;6;Undirected
u113;m4864;56;Undirected
u113;m505;3;Undirected
u113;m5083;1;Undirected
u113;m5110;1;Undirected
u113;m5208;1;Undirected
u113;m5247;4;Undirected
u113;m5333;1;Undirected
u113;m5386;6;Undirected
u113;m5488;12;Undirected
u113;m5541;1;Undirected
u113;m560;1;Undirected
u113;m5705;3;Undirected
u113;m6012;5;Undirected
u113;m6076;1;Undirected
u113;m6174;2;Undirected
u113;m6238;1;Undirected
u113;m6389;4;Undirected
u113;m6399;1;Undirected
u113;m6455;93;Undirected
u113;m6523;12;Undirected
u113;m6598;86;Undirected
u113;m6774;5;Undirected
u113;m7006;1;Undirected
u113;m7045;1;Undirected
u113;m7274;3;Undirected
u113;m7517;2;Undirected
u113;m7528;3;Undirected
u113;m7725;3;Undirected
u113;m7874;6;Undirected
u113;m8173;3;Undirected
u113;m8445;3;Undirected
u113;m8481;6;Undirected
u113;m8490;1;Undirected
u113;m8720;2;Undirected
u113;m8823;2;Undirected
u113;m8959;9;Undirected
u113;m9032;9;Undirected
u113;m9108;1;Undirected
u113;m919;25;Undirected
u113;m9211;2;Undirected
u113;m9349;4;Undirected
u113;m9403;5;Undirected
u113;m9591;1;Undirected
u113;m9653;3;Undirected
u113;m9827;2;Undirected
u113;m9862;1;Undirected
u114;m1032;19;Undirected
u114;m10472;1;Undirected
u114;m1170;1;Undirected
u114;m1214;2;Undirected
u114;m1218;1;Undirected
u114;m142;6;Undirected
u114;m1471;3;Undirected
u114;m1502;5;Undirected
u114;m1627;2;Undirected
u114;m1632;1;Undirected
u114;m1701;4;Undirected
u114;m1856;73;Undirected
u114;m2052;64;Undirected
u114;m2180;8;Undirected
u114;m2186;5;Undirected
u114;m2214;1;Undirected
u114;m2234;9;Undirected
u114;m2358;4;Undirected
u114;m2483;1;Undirected
u114;m2655;2;Undirected
u114;m2815;1;Undirected
u114;m2931;1;Undirected
u114;m2956;17;Undirected
u114;m2997;2;Undirected
u114;m3084;2;Undirected
u114;m3117;2;Undirected
u114;m3273;1;Undirected
u114;m3316;1;Undirected
u114;m3505;46;Undirected
u114;m3570;1;Undirected
u114;m3734;3;Undirected
u114;m3777;5;Undirected
u114;m3809;2;Undirected
u114;m3864;3;Undirected
u114;m3967;1;Undirected
u114;m4016;3;Undirected
u114;m408;46;Undirected
u114;m4162;1;Undirected
u114;m4187;5;Undirected
u114;m4278;4;Undirected
u114;m445;55;Undirected
u114;m4461;1;Undirected
u114;m4483;1;Undirected
u114;m4515;2;Undirected
u114;m4644;2;Undirected
u114;m4684;8;Undirected
u114;m4693;1;Undirected
u114;m4823;9;Undirected
u114;m4925;1;Undirected
u114;m5013;55;Undirected
u114;m5056;3;Undirected
u114;m5083;1;Undirected
u114;m5110;2;Undirected
u114;m5370;7;Undirected
u114;m5386;1;Undirected
u114;m542;5;Undirected
u114;m5463;2;Undirected
u114;m5487;1;Undirected
u114;m5488;25;Undirected
u114;m5548;1;Undirected
u114;m5613;3;Undirected
u114;m5615;3;Undirected
u114;m5705;3;Undirected
u114;m5733;1;Undirected
u114;m5765;2;Undirected
u114;m5847;3;Undirected
u114;m631;118;Undirected
u114;m6389;1;Undirected
u114;m6408;2;Undirected
u114;m6455;35;Undirected
u114;m6482;2;Undirected
u114;m6523;5;Undirected
u114;m6564;6;Undirected
u114;m6598;18;Undirected
u114;m6627;1;Undirected
u114;m67;4;Undirected
u114;m7158;10;Undirected
u114;m720;1;Undirected
u114;m7251;7;Undirected
u114;m7290;1;Undirected
u114;m7440;2;Undirected
u114;m7535;1;Undirected
u114;m7820;5;Undirected
u114;m7843;15;Undirected
u114;m7874;2;Undirected
u114;m794;3;Undirected
u114;m8112;6;Undirected
u114;m8154;3;Undirected
u114;m8173;2;Undirected
u114;m8445;1;Undirected
u114;m8453;8;Undirected
u114;m8475;1;Undirected
u114;m8478;2;Undirected
u114;m8720;1;Undirected
u114;m8834;3;Undirected
u114;m9006;2;Undirected
u114;m9144;2;Undirected
u114;m9211;1;Undirected
u114;m923;2;Undirected
u114;m9339;1;Undirected
u114;m9368;9;Undirected
u114;m9405;1;Undirected
u114;m962;1;Undirected
u114;m9959;2;Undirected
u114;m9993;1;Undirected
u115;m10183;2;Undirected
u115;m10637;18;Undirected
u115;m1502;2;Undirected
u115;m1588;2;Undirected
u115;m1933;26;Undirected
u115;m2148;3;Undirected
u115;m2815;22;Undirected
u115;m2956;29;Undirected
u115;m2997;2;Undirected
u115;m3362;1;Undirected
u115;m3604;15;Undirected
u115;m3801;1;Undirected
u115;m4193;2;Undirected
u115;m4224;146;Undirected
u115;m4250;3;Undirected
u115;m5110;2;Undirected
u115;m5283;7;Undirected
u115;m5302;3;Undirected
u115;m5445;184;Undirected
u115;m5849;6;Undirected
u115;m6385;2;Undirected
u115;m6455;45;Undirected
u115;m6523;4;Undirected
u115;m6598;57;Undirected
u115;m7051;23;Undirected
u115;m7970;2;Undirected
u115;m8775;1;Undirected
u115;m8791;2;Undirected
u115;m8834;4;Undirected
u115;m9211;1;Undirected
u115;m9344;1;Undirected
u115;m9992;1;Undirected
u116;m10044;1;Undirected
u116;m10183;1;Undirected
u116;m1118;1;Undirected
u116;m1283;3;Undirected
u116;m2234;1;Undirected
u116;m2241;1;Undirected
u116;m2931;1;Undirected
u116;m2956;3;Undirected
u116;m3519;5;Undirected
u116;m3570;1;Undirected
u116;m3967;1;Undirected
u116;m4224;2;Undirected
u116;m4506;3;Undirected
u116;m4693;3;Undirected
u116;m4998;3;Undirected
u116;m5086;1;Undirected
u116;m5370;3;Undirected
u116;m5912;1;Undirected
u116;m5925;1;Undirected
u116;m6523;4;Undirected
u116;m6560;6;Undirected
u116;m6598;18;Undirected
u116;m7167;3;Undirected
u116;m7256;1;Undirected
u116;m7274;3;Undirected
u116;m7277;1;Undirected
u116;m822;1;Undirected
u116;m8392;3;Undirected
u116;m9368;1;Undirected
u117;m10240;2;Undirected
u117;m10281;2;Undirected
u117;m10623;1;Undirected
u117;m10669;4;Undirected
u117;m10671;1;Undirected
u117;m10698;1;Undirected
u117;m1283;5;Undirected
u117;m1399;14;Undirected
u117;m142;1;Undirected
u117;m1480;47;Undirected
u117;m1741;4;Undirected
u117;m1863;2;Undirected
u117;m1933;42;Undirected
u117;m2015;7;Undirected
u117;m2148;1;Undirected
u117;m2234;2;Undirected
u117;m2241;9;Undirected
u117;m2303;15;Undirected
u117;m2307;11;Undirected
u117;m2330;1;Undirected
u117;m2620;12;Undirected
u117;m2682;3;Undirected
u117;m2857;1;Undirected
u117;m2920;122;Undirected
u117;m2931;2;Undirected
u117;m2956;22;Undirected
u117;m3286;1;Undirected
u117;m3316;17;Undirected
u117;m3470;9;Undirected
u117;m3505;13;Undirected
u117;m3570;1;Undirected
u117;m3699;7;Undirected
u117;m3758;1;Undirected
u117;m4003;2;Undirected
u117;m4090;4;Undirected
u117;m4224;295;Undirected
u117;m4250;4;Undirected
u117;m4461;13;Undirected
u117;m4628;4;Undirected
u117;m4841;49;Undirected
u117;m4918;8;Undirected
u117;m4998;5;Undirected
u117;m5086;1;Undirected
u117;m5110;5;Undirected
u117;m514;3;Undirected
u117;m5283;13;Undirected
u117;m5332;3;Undirected
u117;m5355;1;Undirected
u117;m5488;73;Undirected
u117;m5548;1;Undirected
u117;m560;1;Undirected
u117;m5613;3;Undirected
u117;m5694;1;Undirected
u117;m5747;1;Undirected
u117;m5869;1;Undirected
u117;m5890;1;Undirected
u117;m5917;1;Undirected
u117;m6076;2;Undirected
u117;m6389;1;Undirected
u117;m6408;3;Undirected
u117;m6455;108;Undirected
u117;m6482;1;Undirected
u117;m6523;22;Undirected
u117;m6598;10;Undirected
u117;m7378;1;Undirected
u117;m7680;5;Undirected
u117;m7702;17;Undirected
u117;m7725;3;Undirected
u117;m7808;17;Undirected
u117;m7874;5;Undirected
u117;m7927;2;Undirected
u117;m814;1;Undirected
u117;m8173;58;Undirected
u117;m8246;1;Undirected
u117;m8445;3;Undirected
u117;m8457;1;Undirected
u117;m8659;4;Undirected
u117;m8720;1;Undirected
u117;m8810;1;Undirected
u117;m8823;3;Undirected
u117;m8901;1;Undirected
u117;m9007;1;Undirected
u117;m9139;1;Undirected
u117;m9211;5;Undirected
u117;m9591;2;Undirected
u117;m9623;1;Undirected
u117;m9658;2;Undirected
u118;m10833;1;Undirected
u118;m1118;5;Undirected
u118;m1330;9;Undirected
u118;m1921;2;Undirected
u118;m1989;7;Undirected
u118;m2070;2;Undirected
u118;m2174;11;Undirected
u118;m2224;12;Undirected
u118;m2234;1;Undirected
u118;m2241;9;Undirected
u118;m2529;2;Undirected
u118;m2548;4;Undirected
u118;m2920;50;Undirected
u118;m2956;23;Undirected
u118;m2994;9;Undirected
u118;m3505;3;Undirected
u118;m3554;4;Undirected
u118;m3570;2;Undirected
u118;m3666;6;Undirected
u118;m3696;23;Undirected
u118;m3758;1;Undirected
u118;m4016;7;Undirected
u118;m4224;5;Undirected
u118;m4250;9;Undirected
u118;m4254;8;Undirected
u118;m4704;1;Undirected
u118;m5083;3;Undirected
u118;m5110;2;Undirected
u118;m5212;1;Undirected
u118;m5247;1;Undirected
u118;m5275;1;Undirected
u118;m5488;12;Undirected
u118;m5526;1;Undirected
u118;m6019;12;Undirected
u118;m622;7;Undirected
u118;m6389;1;Undirected
u118;m6455;42;Undirected
u118;m6523;20;Undirected
u118;m7006;2;Undirected
u118;m7274;1;Undirected
u118;m7385;1;Undirected
u118;m7528;4;Undirected
u118;m7874;7;Undirected
u118;m7910;1;Undirected
u118;m8060;3;Undirected
u118;m8070;1;Undirected
u118;m8720;3;Undirected
