Id;m_min;m_max;m_mean;m_std;victim;Cat;Label;victim_n
m1040;5.34;70.73;47.42;28.83;No;Institution;m1040;0
m10400;41.83;41.86;41.84;0.02;No;Institution;m10400;0
m10401;29.89;29.89;29.89;;No;Institution;m10401;0
m10402;26.78;26.78;26.78;;No;Institution;m10402;0
m10403;18.84;38.48;27.14;5.05;No;Institution;m10403;0
m10404;17.04;32.55;23.47;8.09;No;Institution;m10404;0
m10405;3.82;108.03;30.03;31.18;No;Institution;m10405;0
m10406;15.09;21.57;18.92;3.4;No;Institution;m10406;0
m10407;23.31;41.74;35.41;10.48;No;Institution;m10407;0
m10408;4.93;83.17;54.71;23.53;No;Institution;m10408;0
m10409;8.49;8.49;8.49;;No;Institution;m10409;0
m1041;3.3;100.59;10.52;17.69;No;Institution;m1041;0
m10410;1.43;23.65;10.74;6.12;No;Institution;m10410;0
m10411;8.53;53.06;33.17;8.76;No;Institution;m10411;0
m10412;82.22;82.22;82.22;;No;Institution;m10412;0
m10413;111.06;124.98;118.02;9.84;No;Institution;m10413;0
m10414;48.02;76.44;59.45;8.94;No;Institution;m10414;0
m10415;23.47;44.52;34.34;5.24;No;Institution;m10415;0
m10416;2.35;61.68;37.75;23.11;No;Institution;m10416;0
m10417;112.79;116.97;114.88;2.96;No;Institution;m10417;0
m10418;36.36;74.54;59.76;15.29;No;Institution;m10418;0
m10419;10.27;18.01;14.93;3.46;No;Institution;m10419;0
m1042;16.98;16.98;16.98;;No;Institution;m1042;0
m10420;63.06;63.06;63.06;;No;Institution;m10420;0
m10421;10.56;17.91;14.91;3.86;No;Institution;m10421;0
m10422;75.03;75.03;75.03;;No;Institution;m10422;0
m10423;5.45;18.81;9.91;4.19;No;Institution;m10423;0
m10424;4.64;9.72;7.37;1.85;No;Institution;m10424;0
m10425;86.38;96.23;91.58;4.03;No;Institution;m10425;0
m10426;35.93;66.73;48.26;12.19;No;Institution;m10426;0
m10427;86.97;164.25;125.61;54.65;No;Institution;m10427;0
m10428;0.88;0.88;0.88;;No;Institution;m10428;0
m10429;20.54;82.74;61.92;20.02;No;Institution;m10429;0
m1043;41.74;41.74;41.74;;No;Institution;m1043;0
m10430;48.87;56.4;52.64;5.32;No;Institution;m10430;0
m10431;1.34;166.85;23.99;45.66;No;Institution;m10431;0
m10432;12.36;38.22;28.56;10.18;No;Institution;m10432;0
m10433;12.47;12.47;12.47;;No;Institution;m10433;0
m10434;34.58;209.61;109.37;41.86;No;Institution;m10434;0
m10435;14.41;118.57;56.23;20.02;No;Institution;m10435;0
m10436;25.49;33.24;30.31;4.21;No;Institution;m10436;0
m10437;22.34;26.74;24.54;3.11;No;Institution;m10437;0
m10438;16.88;16.88;16.88;;No;Institution;m10438;0
m10439;81.46;81.46;81.46;;No;Institution;m10439;0
m1044;66.13;86.36;76.24;14.3;No;Institution;m1044;0
m10440;5.75;318.13;131.95;61.45;No;Institution;m10440;0
m10441;152.65;152.65;152.65;;No;Institution;m10441;0
m10442;46.39;46.39;46.39;;No;Institution;m10442;0
m10443;3.44;7.25;5.34;2.69;No;Institution;m10443;0
m10444;-303.0;303.0;68.02;325.1;No;Institution;m10444;0
m10445;206.48;221.27;213.88;10.46;No;Institution;m10445;0
m10446;42.15;196.56;128.88;60.22;No;Institution;m10446;0
m10447;54.91;54.91;54.91;;No;Institution;m10447;0
m10448;1.2;45.16;6.48;10.0;No;Institution;m10448;0
m10449;70.48;107.89;84.12;16.99;No;Institution;m10449;0
m1045;16.44;41.22;27.79;12.52;No;Institution;m1045;0
m10450;134.5;134.5;134.5;;No;Institution;m10450;0
m10451;48.81;48.81;48.81;;No;Institution;m10451;0
m10452;-303.0;303.0;62.18;321.57;No;Institution;m10452;0
m10453;153.05;210.34;181.7;40.51;No;Institution;m10453;0
m10454;5.75;5.75;5.75;;No;Institution;m10454;0
m10455;17.28;20.95;19.12;2.6;No;Institution;m10455;0
m10456;4.92;13.87;9.3;2.18;No;Institution;m10456;0
m10457;2.2;82.71;42.46;56.93;No;Institution;m10457;0
m10458;13.43;18.0;16.51;2.12;No;Institution;m10458;0
m10459;50.5;50.5;50.5;;No;Institution;m10459;0
m1046;18.9;217.64;73.32;44.07;No;Institution;m1046;0
m10460;16.42;25.48;19.78;3.33;No;Institution;m10460;0
m10461;14.33;52.36;35.16;8.78;No;Institution;m10461;0
m10462;4.11;54.88;40.6;15.53;No;Institution;m10462;0
m10463;7.64;234.37;128.94;56.57;No;Institution;m10463;0
m10464;39.63;98.29;79.79;22.76;No;Institution;m10464;0
m10465;22.01;22.01;22.01;;No;Institution;m10465;0
m10466;3.22;60.56;33.46;19.36;No;Institution;m10466;0
m10467;80.77;118.57;99.67;26.73;No;Institution;m10467;0
m10468;5.56;31.56;19.64;4.28;No;Institution;m10468;0
m10469;2.53;9.7;6.38;3.61;No;Institution;m10469;0
m1047;45.41;118.7;83.31;27.87;No;Institution;m1047;0
m10470;11.21;16.2;13.37;1.62;No;Institution;m10470;0
m10471;5.05;466.72;67.67;65.14;No;Institution;m10471;0
m10472;64.14;64.14;64.14;;No;Institution;m10472;0
m10473;7.97;14.68;11.32;4.74;No;Institution;m10473;0
m10474;25.26;28.98;27.12;2.63;No;Institution;m10474;0
m10475;58.22;80.63;69.42;15.85;No;Institution;m10475;0
m10476;19.28;26.42;21.64;3.32;No;Institution;m10476;0
m10477;8.72;131.84;56.13;48.42;No;Institution;m10477;0
m10478;33.95;33.95;33.95;;No;Institution;m10478;0
m10479;2.11;253.95;51.0;62.39;No;Institution;m10479;0
m1048;0.63;39.65;17.2;17.56;No;Institution;m1048;0
m10480;219.79;219.79;219.79;;No;Institution;m10480;0
m10481;65.62;147.75;106.94;29.64;No;Institution;m10481;0
m10482;43.96;55.72;48.39;5.27;No;Institution;m10482;0
m10483;6.75;76.31;46.11;35.67;No;Institution;m10483;0
m10484;3.16;40.75;9.55;6.11;No;Institution;m10484;0
m10485;184.05;405.38;310.6;94.76;No;Institution;m10485;0
m10486;16.3;19.88;17.81;1.43;No;Institution;m10486;0
m10487;0.66;2.46;1.66;0.37;No;Institution;m10487;0
m10488;-202.0;202.0;63.98;230.4;No;Institution;m10488;0
m10489;9.85;304.05;95.05;70.13;No;Institution;m10489;0
m1049;14.04;14.04;14.04;;No;Institution;m1049;0
m10490;42.77;42.77;42.77;;No;Institution;m10490;0
m10491;101.5;191.09;136.39;34.52;No;Institution;m10491;0
m10492;154.37;154.37;154.37;;No;Institution;m10492;0
m10493;7.44;47.03;26.95;5.59;No;Institution;m10493;0
m10494;9.77;256.51;180.19;87.47;No;Institution;m10494;0
m10495;30.37;30.37;30.37;;No;Institution;m10495;0
m10496;3.72;3.76;3.74;0.03;No;Institution;m10496;0
m10497;21.18;216.0;107.38;64.92;No;Institution;m10497;0
m10498;179.47;179.47;179.47;;Yes;Institution;m10498;1
m10499;3.53;5.0;4.48;0.83;No;Institution;m10499;0
m105;48.84;48.84;48.84;;No;Institution;m105;0
m1050;21.48;21.48;21.48;;No;Institution;m1050;0
m10500;11.05;11.05;11.05;;No;Institution;m10500;0
m10501;42.8;42.8;42.8;;No;Institution;m10501;0
m10502;68.69;91.11;80.1;11.22;No;Institution;m10502;0
m10503;62.07;127.92;93.33;17.39;No;Institution;m10503;0
m10504;13.12;13.12;13.12;;No;Institution;m10504;0
m10505;41.61;59.33;52.13;9.31;No;Institution;m10505;0
m10506;6.23;118.05;52.79;48.57;No;Institution;m10506;0
m10507;1.76;265.69;32.25;54.01;No;Institution;m10507;0
m10508;10.42;88.86;27.66;25.16;No;Institution;m10508;0
m10509;4.95;80.36;21.93;32.74;No;Institution;m10509;0
m1051;12.22;12.22;12.22;;No;Institution;m1051;0
m10510;32.85;200.14;119.54;83.81;No;Institution;m10510;0
m10511;0.71;61.27;30.99;42.82;No;Institution;m10511;0
m10512;181.03;436.22;308.62;180.45;No;Institution;m10512;0
m10513;11.51;24.13;19.36;5.34;No;Institution;m10513;0
m10514;140.88;161.81;153.04;8.81;No;Institution;m10514;0
m10515;81.39;87.35;84.37;4.21;No;Institution;m10515;0
m10516;41.63;41.63;41.63;;No;Institution;m10516;0
m10517;22.63;22.63;22.63;;No;Institution;m10517;0
m10518;80.05;80.05;80.05;;No;Institution;m10518;0
m10519;93.08;93.08;93.08;;No;Institution;m10519;0
m1052;1.4;2.99;2.35;0.53;No;Institution;m1052;0
m10520;2.76;384.01;56.6;82.26;No;Institution;m10520;0
m10521;1.05;182.68;43.23;60.15;No;Institution;m10521;0
m10522;12.67;108.75;77.51;28.99;No;Institution;m10522;0
m10523;146.55;146.55;146.55;;No;Institution;m10523;0
m10524;353.19;405.94;379.56;37.3;No;Institution;m10524;0
m10525;138.72;194.73;167.65;28.05;No;Institution;m10525;0
m10526;0.12;89.99;33.71;25.98;No;Institution;m10526;0
m10527;2.79;82.41;30.2;24.3;No;Institution;m10527;0
m10528;3.57;78.03;27.22;34.26;No;Institution;m10528;0
m10529;19.31;19.31;19.31;;No;Institution;m10529;0
m1053;6.62;46.2;23.6;10.7;No;Institution;m1053;0
m10530;32.47;126.89;55.18;32.49;No;Institution;m10530;0
m10531;19.2;19.2;19.2;;No;Institution;m10531;0
m10532;2.38;103.09;68.26;34.78;No;Institution;m10532;0
m10533;28.18;35.11;31.64;4.9;No;Institution;m10533;0
m10534;156.22;160.9;158.56;3.31;No;Institution;m10534;0
m10535;16.6;16.6;16.6;;No;Institution;m10535;0
m10536;14.19;30.34;20.18;4.76;No;Institution;m10536;0
m10537;4.58;4.58;4.58;;No;Institution;m10537;0
m10538;8.16;120.62;39.26;19.0;No;Institution;m10538;0
m10539;37.83;75.68;56.86;11.16;No;Institution;m10539;0
m1054;15.82;51.2;33.51;25.02;No;Institution;m1054;0
m10540;160.68;160.68;160.68;;No;Institution;m10540;0
m10541;6.47;27.83;17.15;15.1;No;Institution;m10541;0
m10542;81.82;81.82;81.82;;No;Institution;m10542;0
m10543;50.2;50.2;50.2;;No;Institution;m10543;0
m10544;9.64;178.6;94.37;60.31;No;Institution;m10544;0
m10545;8.7;11.8;10.25;2.19;No;Institution;m10545;0
m10546;38.03;38.46;38.25;0.3;No;Institution;m10546;0
m10547;142.22;142.22;142.22;;No;Institution;m10547;0
m10548;44.65;211.32;128.38;38.26;No;Institution;m10548;0
m10549;96.61;97.82;97.22;0.86;No;Institution;m10549;0
m1055;22.82;27.27;25.73;2.52;No;Institution;m1055;0
m10550;63.9;63.9;63.9;;No;Institution;m10550;0
m10551;31.69;44.89;39.6;4.76;No;Institution;m10551;0
m10552;9.69;9.69;9.69;;No;Institution;m10552;0
m10553;2.36;34.88;19.52;15.73;No;Institution;m10553;0
m10554;22.98;22.98;22.98;;No;Institution;m10554;0
m10555;9.46;15.31;11.77;2.15;No;Institution;m10555;0
m10556;12.8;12.8;12.8;;No;Institution;m10556;0
m10557;141.41;248.73;195.07;75.89;No;Institution;m10557;0
m10558;13.83;33.78;23.1;6.87;No;Institution;m10558;0
m10559;8.73;11.26;9.78;1.12;No;Institution;m10559;0
m1056;43.73;65.49;54.61;15.39;No;Institution;m1056;0
m10560;7.58;67.45;40.07;11.69;No;Institution;m10560;0
m10561;30.56;62.84;45.42;13.49;No;Institution;m10561;0
m10562;57.13;57.13;57.13;;No;Institution;m10562;0
m10563;8.73;11.35;10.04;1.85;No;Institution;m10563;0
m10564;32.92;42.38;38.98;5.26;No;Institution;m10564;0
m10565;27.48;32.98;29.84;2.83;No;Institution;m10565;0
m10566;45.72;70.65;57.79;6.89;No;Institution;m10566;0
m10567;11.33;123.9;81.58;61.26;No;Institution;m10567;0
m10568;82.1;82.1;82.1;;No;Institution;m10568;0
m10569;17.36;110.86;79.7;42.36;No;Institution;m10569;0
m1057;118.39;118.39;118.39;;No;Institution;m1057;0
m10570;3.19;53.61;26.08;16.39;No;Institution;m10570;0
m10571;28.45;44.91;38.28;8.68;No;Institution;m10571;0
m10572;22.14;173.59;113.32;34.7;No;Institution;m10572;0
m10573;6.18;44.44;31.91;10.26;No;Institution;m10573;0
m10574;28.77;41.44;35.1;8.96;No;Institution;m10574;0
m10575;13.85;27.36;21.78;5.69;No;Institution;m10575;0
m10576;1.88;47.93;10.2;11.42;No;Institution;m10576;0
m10577;17.44;151.3;99.41;71.82;No;Institution;m10577;0
m10578;38.6;299.67;118.13;73.22;No;Institution;m10578;0
m10579;8.36;8.36;8.36;;No;Institution;m10579;0
m1058;94.34;94.34;94.34;;No;Institution;m1058;0
m10580;37.2;37.2;37.2;;No;Institution;m10580;0
m10581;8.83;97.81;46.12;37.43;No;Institution;m10581;0
m10582;17.57;17.57;17.57;;No;Institution;m10582;0
m10583;32.31;32.31;32.31;;No;Institution;m10583;0
m10584;3.7;103.93;16.32;32.98;No;Institution;m10584;0
m10585;4.19;155.3;37.07;43.82;No;Institution;m10585;0
m10586;14.51;22.27;17.52;2.89;No;Institution;m10586;0
m10587;8.83;14.33;11.58;3.89;No;Institution;m10587;0
m10588;112.61;112.61;112.61;;No;Institution;m10588;0
m10589;79.7;79.7;79.7;;No;Institution;m10589;0
m1059;11.0;23.65;18.86;4.04;No;Institution;m1059;0
m10590;0.46;113.01;52.74;29.6;No;Institution;m10590;0
m10591;8.92;11.58;10.25;1.88;No;Institution;m10591;0
m10592;21.29;43.31;32.69;11.03;No;Institution;m10592;0
m10593;3.12;147.69;56.2;51.82;No;Institution;m10593;0
m10594;14.05;64.68;45.72;8.9;No;Institution;m10594;0
m10595;28.98;33.08;31.03;2.9;No;Institution;m10595;0
m10596;40.32;59.82;47.98;8.57;No;Institution;m10596;0
m10597;7.77;30.38;21.69;12.18;No;Institution;m10597;0
m10598;42.15;69.08;56.81;13.62;No;Institution;m10598;0
m10599;2.52;57.77;21.27;31.61;No;Institution;m10599;0
m106;9.48;16.18;12.77;2.4;No;Institution;m106;0
m1060;42.71;42.71;42.71;;No;Institution;m1060;0
m10600;71.21;75.89;73.55;3.31;No;Institution;m10600;0
m10601;18.55;22.36;20.45;2.69;No;Institution;m10601;0
m10602;12.2;48.81;33.3;11.09;No;Institution;m10602;0
m10603;25.32;96.28;59.76;12.23;No;Institution;m10603;0
m10604;11.24;47.8;28.07;5.57;No;Institution;m10604;0
m10605;43.29;52.33;47.81;6.39;No;Institution;m10605;0
m10606;-164.0;330.19;110.06;251.47;No;Institution;m10606;0
m10607;59.51;59.51;59.51;;No;Institution;m10607;0
m10608;24.86;57.12;44.79;10.78;No;Institution;m10608;0
m10609;1.96;1.96;1.96;;No;Institution;m10609;0
m1061;67.15;67.15;67.15;;No;Institution;m1061;0
m10610;33.23;33.23;33.23;;No;Institution;m10610;0
m10611;67.9;67.9;67.9;;No;Institution;m10611;0
m10612;9.23;40.71;24.97;22.26;No;Institution;m10612;0
m10613;629.61;689.88;659.74;42.62;No;Institution;m10613;0
m10614;41.69;58.0;49.95;6.45;No;Institution;m10614;0
m10615;19.22;19.22;19.22;;No;Institution;m10615;0
m10616;103.81;186.7;137.06;29.49;No;Institution;m10616;0
m10617;3.29;74.48;17.16;11.21;No;Institution;m10617;0
m10618;17.45;48.02;34.23;9.34;No;Institution;m10618;0
m10619;161.07;217.77;190.09;28.37;No;Institution;m10619;0
m1062;9.89;82.8;41.83;18.15;No;Institution;m1062;0
m10620;12.09;74.27;38.16;19.1;No;Institution;m10620;0
m10621;177.27;177.27;177.27;;No;Institution;m10621;0
m10622;113.84;113.84;113.84;;No;Institution;m10622;0
m10623;8.77;308.72;135.56;105.52;No;Institution;m10623;0
m10624;39.85;1140.26;329.19;299.46;No;Institution;m10624;0
m10625;6.74;87.92;49.07;11.03;No;Institution;m10625;0
m10626;1.38;61.13;26.06;19.64;No;Institution;m10626;0
m10627;4.25;6.86;5.56;1.85;No;Institution;m10627;0
m10628;-418.0;418.0;129.23;474.15;No;Institution;m10628;0
m10629;228.63;228.63;228.63;;No;Institution;m10629;0
m1063;38.12;67.74;55.86;15.65;No;Institution;m1063;0
m10630;1.66;12.91;5.78;5.27;No;Institution;m10630;0
m10631;276.61;276.61;276.61;;No;Institution;m10631;0
m10632;21.65;51.69;33.66;10.5;No;Institution;m10632;0
m10633;32.7;73.0;56.81;8.37;No;Institution;m10633;0
m10634;6.83;13.97;10.4;5.05;No;Institution;m10634;0
m10635;52.49;52.49;52.49;;No;Institution;m10635;0
m10636;64.78;190.73;128.69;33.92;No;Institution;m10636;0
m10637;0.18;230.03;27.58;36.43;No;Institution;m10637;0
m10638;9.73;11.4;10.43;0.87;No;Institution;m10638;0
m10639;45.52;45.52;45.52;;No;Institution;m10639;0
m1064;7.01;8.48;7.76;0.51;No;Institution;m1064;0
m10640;-187.0;356.66;118.89;278.16;No;Institution;m10640;0
m10641;35.14;35.14;35.14;;No;Institution;m10641;0
m10642;513.44;513.44;513.44;;No;Institution;m10642;0
m10643;7.3;9.66;8.48;1.67;No;Institution;m10643;0
m10644;15.54;20.41;18.49;1.62;No;Institution;m10644;0
m10645;17.18;94.65;46.89;24.64;No;Institution;m10645;0
m10646;17.91;17.91;17.91;;No;Institution;m10646;0
m10647;5.18;28.46;11.88;7.62;No;Institution;m10647;0
m10648;9.74;12.21;10.73;1.31;No;Institution;m10648;0
m10649;2.91;4.89;4.0;0.89;No;Institution;m10649;0
m1065;56.46;56.46;56.46;;No;Institution;m1065;0
m10650;0.69;9.89;5.01;4.87;No;Institution;m10650;0
m10651;14.81;164.32;98.64;34.32;No;Institution;m10651;0
m10652;116.31;208.73;158.94;38.33;No;Institution;m10652;0
m10653;3.98;8.88;7.02;2.34;No;Institution;m10653;0
m10654;3.88;7.58;5.73;2.62;No;Institution;m10654;0
m10655;1171.79;1171.79;1171.79;;No;Institution;m10655;0
m10656;82.65;82.65;82.65;;No;Institution;m10656;0
m10657;17.95;72.68;45.32;38.7;No;Institution;m10657;0
m10658;12.08;12.08;12.08;;No;Institution;m10658;0
m10659;16.86;34.1;26.84;6.85;No;Institution;m10659;0
m1066;1.99;1.99;1.99;;No;Institution;m1066;0
m10660;24.02;24.02;24.02;;No;Institution;m10660;0
m10661;64.96;106.75;90.05;12.78;No;Institution;m10661;0
m10662;125.95;125.95;125.95;;No;Institution;m10662;0
m10663;0.39;187.42;84.13;55.16;No;Institution;m10663;0
m10664;75.22;201.36;126.8;33.27;No;Institution;m10664;0
m10665;254.8;254.8;254.8;;No;Institution;m10665;0
m10666;41.22;41.22;41.22;;No;Institution;m10666;0
m10667;51.94;51.94;51.94;;No;Institution;m10667;0
m10668;26.23;61.12;47.06;9.75;No;Institution;m10668;0
m10669;0.42;142.71;35.18;29.18;No;Institution;m10669;0
m1067;6.06;6.06;6.06;;No;Institution;m1067;0
m10670;9.45;15.34;11.82;3.11;No;Institution;m10670;0
m10671;9.86;26.18;13.75;6.27;No;Institution;m10671;0
m10672;1.74;126.12;39.48;46.24;No;Institution;m10672;0
m10673;71.92;71.92;71.92;;No;Institution;m10673;0
m10674;36.04;73.37;56.86;14.95;No;Institution;m10674;0
m10675;36.14;36.14;36.14;;No;Institution;m10675;0
m10676;1.47;55.42;22.54;21.75;No;Institution;m10676;0
m10677;46.79;46.79;46.79;;No;Institution;m10677;0
m10678;11.75;11.75;11.75;;No;Institution;m10678;0
m10679;30.27;47.07;39.9;5.72;No;Institution;m10679;0
m1068;21.42;21.42;21.42;;No;Institution;m1068;0
m10680;45.1;177.31;134.23;38.14;No;Institution;m10680;0
m10681;72.24;179.86;128.77;44.95;No;Institution;m10681;0
m10682;1.23;51.16;16.69;13.7;Yes;Institution;m10682;1
m10683;4.9;4.9;4.9;;No;Institution;m10683;0
m10684;3.93;65.65;41.23;20.96;No;Institution;m10684;0
m10685;3.86;44.42;11.92;15.95;No;Institution;m10685;0
m10686;13.73;24.83;19.28;7.85;No;Institution;m10686;0
m10687;150.16;200.68;175.42;35.72;No;Institution;m10687;0
m10688;11.82;15.02;13.25;1.63;No;Institution;m10688;0
m10689;2.36;3.5;2.74;0.52;No;Institution;m10689;0
m1069;153.95;153.95;153.95;;No;Institution;m1069;0
m10690;98.34;98.34;98.34;;No;Institution;m10690;0
m10691;7.56;13.15;10.32;2.39;No;Institution;m10691;0
m10692;613.39;613.39;613.39;;No;Institution;m10692;0
m10693;98.73;150.0;112.08;16.15;No;Institution;m10693;0
m10694;149.33;149.33;149.33;;No;Institution;m10694;0
m10695;3.88;12.1;8.27;2.32;No;Institution;m10695;0
m10696;7.32;13.57;10.44;4.42;No;Institution;m10696;0
m10697;12.2;12.2;12.2;;No;Institution;m10697;0
m10698;187.62;187.62;187.62;;No;Institution;m10698;0
m10699;41.19;52.57;48.04;6.04;No;Institution;m10699;0
m107;3.75;3.75;3.75;;No;Institution;m107;0
m1070;52.9;121.92;81.97;19.56;No;Institution;m1070;0
m10700;7.15;7.15;7.15;;No;Institution;m10700;0
m10701;2.47;149.18;25.68;36.21;No;Institution;m10701;0
m10702;0.91;104.75;23.73;32.37;No;Institution;m10702;0
m10703;79.73;79.73;79.73;;No;Institution;m10703;0
m10704;33.31;131.35;86.69;22.96;No;Institution;m10704;0
m10705;72.9;72.9;72.9;;No;Institution;m10705;0
m10706;2.11;4.43;3.27;1.64;No;Institution;m10706;0
m10707;65.54;157.97;131.8;29.67;No;Institution;m10707;0
m10708;0.69;24.47;11.25;9.09;No;Institution;m10708;0
m10709;6.34;27.8;21.79;6.38;No;Institution;m10709;0
m1071;42.3;84.21;60.57;14.14;No;Institution;m1071;0
m10710;14.1;21.21;17.66;5.03;No;Institution;m10710;0
m10711;20.05;32.03;24.44;4.3;No;Institution;m10711;0
m10712;5.12;6.16;5.74;0.47;No;Institution;m10712;0
m10713;2.68;16.19;6.25;3.54;No;Institution;m10713;0
m10714;32.07;36.83;34.68;2.41;No;Institution;m10714;0
m10715;18.84;33.22;26.86;6.52;No;Institution;m10715;0
m10716;15.23;16.82;15.79;0.89;No;Institution;m10716;0
m10717;39.82;144.47;98.01;40.37;No;Institution;m10717;0
m10718;43.84;43.84;43.84;;No;Institution;m10718;0
m10719;20.72;82.14;60.92;10.69;No;Institution;m10719;0
m1072;60.77;75.53;65.54;6.28;No;Institution;m1072;0
m10720;53.94;74.6;64.27;14.61;No;Institution;m10720;0
m10721;13.17;29.68;21.21;8.22;No;Institution;m10721;0
m10722;1.9;41.03;6.23;9.74;No;Institution;m10722;0
m10723;56.79;56.79;56.79;;No;Institution;m10723;0
m10724;26.39;135.16;100.47;35.84;No;Institution;m10724;0
m10725;142.81;142.81;142.81;;No;Institution;m10725;0
m10726;11.94;14.2;13.01;0.93;No;Institution;m10726;0
m10727;12.44;16.73;14.51;2.15;No;Institution;m10727;0
m10728;47.04;63.4;54.4;8.3;No;Institution;m10728;0
m10729;36.87;47.53;42.2;7.54;No;Institution;m10729;0
m1073;112.09;131.04;121.56;13.4;No;Institution;m1073;0
m10730;26.03;69.25;41.19;16.63;No;Institution;m10730;0
m10731;7.38;164.77;74.85;57.04;No;Institution;m10731;0
m10732;181.33;181.86;181.6;0.37;No;Institution;m10732;0
m10733;59.78;59.78;59.78;;No;Institution;m10733;0
m10734;9.48;132.79;82.12;45.13;No;Institution;m10734;0
m10735;127.95;127.95;127.95;;No;Institution;m10735;0
m10736;79.02;98.79;90.75;10.39;No;Institution;m10736;0
m10737;4.46;4.46;4.46;;No;Institution;m10737;0
m10738;8.67;8.67;8.67;;No;Institution;m10738;0
m10739;110.37;183.51;138.91;30.06;No;Institution;m10739;0
m1074;39.32;55.85;47.58;11.69;No;Institution;m1074;0
m10740;27.37;72.32;49.84;31.78;No;Institution;m10740;0
m10741;13.93;35.19;26.45;5.24;No;Institution;m10741;0
m10742;-190.0;223.31;66.52;173.06;No;Institution;m10742;0
m10743;56.7;56.7;56.7;;No;Institution;m10743;0
m10744;8.85;8.85;8.85;;No;Institution;m10744;0
m10745;11.36;11.36;11.36;;No;Institution;m10745;0
m10746;32.59;59.06;45.66;10.94;No;Institution;m10746;0
m10747;10.54;11.98;11.26;1.02;No;Institution;m10747;0
m10748;7.84;17.75;14.01;2.29;No;Institution;m10748;0
m10749;97.61;97.61;97.61;;No;Institution;m10749;0
m1075;49.11;49.11;49.11;;No;Institution;m1075;0
